From	Entry	Reviewed	Entry Name	Length
Q24008	Q24008	reviewed	INAD_DROME	674
Q20733	Q20733	reviewed	SAEG1_CAEEL	900
Q9P790	Q9P790	reviewed	VPS72_SCHPO	316
O14243	O14243	reviewed	SNX4_SCHPO	401
Q95QZ9	Q95QZ9	reviewed	NPL42_CAEEL	529
Q9ZQH2	Q9ZQH2	reviewed	DPB4_ARATH	275
Q9VS36	Q9VS36	reviewed	TO6BL_DROME	331
P30114	P30114	reviewed	GST28_SCHHA	211
Q6B9Y8	Q6B9Y8	reviewed	TUT3_TRYBB	889
P47088	P47088	reviewed	GPI14_YEAST	403
Q7JUR5	Q7JUR5	reviewed	Y2744_DROME	160
Q8LD98	Q8LD98	reviewed	NHL6_ARATH	252
Q05123	Q05123	reviewed	ARP9_YEAST	467
P97825	P97825	reviewed	JUPI1_MOUSE	154
Q9WUH1	Q9WUH1	reviewed	TM115_MOUSE	350
Q9XII1	Q9XII1	reviewed	PDV2_ARATH	307
Q8CFM6	Q8CFM6	reviewed	STAB2_RAT	1431
Q494W8	Q494W8	reviewed	CRFM7_HUMAN	412
Q9UEU0	Q9UEU0	reviewed	VTI1B_HUMAN	232
O60583	O60583	reviewed	CCNT2_HUMAN	730
Q8SSG3	Q8SSG3	reviewed	H2A_ENCCU	128
Q6PJ61	Q6PJ61	reviewed	FBX46_HUMAN	603
D9J034	D9J034	reviewed	WHY2_SOLTU	238
Q9C5G7	Q9C5G7	reviewed	PUX13_ARATH	525
Q64288	Q64288	reviewed	OMP_MOUSE	163
Q99735	Q99735	reviewed	MGST2_HUMAN	147
Q92979	Q92979	reviewed	NEP1_HUMAN	244
O94503	O94503	reviewed	SRB11_SCHPO	228
Q80TY5	Q80TY5	reviewed	VP13B_MOUSE	3993
P05739	P05739	reviewed	RL6B_YEAST	176
O60999	O60999	reviewed	CUL1_DICDI	770
P04038	P04038	reviewed	COX6C_BOVIN	74
Q9NUM3	Q9NUM3	reviewed	S39A9_HUMAN	307
P0DUJ3	P0DUJ3	reviewed	TXN1A_PARTR	34
Q9D2C2	Q9D2C2	reviewed	SAAL1_MOUSE	474
A0A1D8QMD2	A0A1D8QMD2	reviewed	C76K7_ROSOF	507
E9Q3C1	E9Q3C1	reviewed	C2CD2_MOUSE	696
Q80YT9	Q80YT9	reviewed	RBM11_MOUSE	238
Q99K01	Q99K01	reviewed	PDXD1_MOUSE	787
A0A0U1LR74	A0A0U1LR74	reviewed	CCTR_TALIS	261
Q647G3	Q647G3	reviewed	OLE15_ARAHY	166
Q94AH1	Q94AH1	reviewed	CAND2_ARATH	300
Q42606	Q42606	reviewed	UPM1_ARATH	369
Q9VDS5	Q9VDS5	reviewed	RG92B_DROME	740
Q9M310	Q9M310	reviewed	FBK77_ARATH	411
Q96E22	Q96E22	reviewed	NGBR_HUMAN	293
Q5TCM9	Q5TCM9	reviewed	LCE5A_HUMAN	118
Q9QXT1	Q9QXT1	reviewed	DAPP1_MOUSE	280
Q12154	Q12154	reviewed	GET3_YEAST	354
Q8WWG9	Q8WWG9	reviewed	KCNE4_HUMAN	221
C0HLT8	C0HLT8	reviewed	CI2S_ARAAG	94
Q8IKW2	Q8IKW2	reviewed	SIR2B_PLAF7	1304
Q06991	Q06991	reviewed	PUN1_YEAST	263
Q8K4E0	Q8K4E0	reviewed	ALMS1_MOUSE	3251
Q12016	Q12016	reviewed	VPS68_YEAST	184
Q8BJA3	Q8BJA3	reviewed	HMBX1_MOUSE	419
Q54T86	Q54T86	reviewed	DWWA_DICDI	568
Q8VYF5	Q8VYF5	reviewed	NILP1_ARATH	299
Q5H9F3	Q5H9F3	reviewed	BCORL_HUMAN	1785
Q09422	Q09422	reviewed	PGAM5_CAEEL	284
Q92316	Q92316	reviewed	OST5_YEAST	86
P41696	P41696	reviewed	AZF1_YEAST	914
Q03161	Q03161	reviewed	YMY9_YEAST	297
Q04228	Q04228	reviewed	UBX2_YEAST	584
P33753	P33753	reviewed	TRM2_YEAST	639
Q12272	Q12272	reviewed	TPT1_YEAST	230
Q704S8	Q704S8	reviewed	CACP_RAT	626
Q9D132	Q9D132	reviewed	UPK1A_MOUSE	257
Q09813	Q09813	reviewed	T111_SCHPO	979
Q54UH8	Q54UH8	reviewed	SERA_DICDI	407
Q19972	Q19972	reviewed	CEC4_CAEEL	270
Q9UTN7	Q9UTN7	reviewed	MUG95_SCHPO	178
Q9Y5N6	Q9Y5N6	reviewed	ORC6_HUMAN	252
Q6IR42	Q6IR42	reviewed	ZCPW1_MOUSE	630
P53955	P53955	reviewed	SLM2_YEAST	656
Q948J9	Q948J9	reviewed	LIP2P_ARATH	278
Q9Y4R8	Q9Y4R8	reviewed	TELO2_HUMAN	837
Q8R0N6	Q8R0N6	reviewed	HOT_MOUSE	465
Q8TAC1	Q8TAC1	reviewed	RFESD_HUMAN	157
Q55FT9	Q55FT9	reviewed	ABIA_DICDI	332
G5EDU6	G5EDU6	reviewed	OVOLH_CAEEL	280
Q3U0P5	Q3U0P5	reviewed	ENTP6_MOUSE	455
Q8GYH7	Q8GYH7	reviewed	NSE2_ARATH	249
P80225	P80225	reviewed	B4GT1_RAT	32
Q8SRW6	Q8SRW6	reviewed	RS9_ENCCU	184
Q8WWL7	Q8WWL7	reviewed	CCNB3_HUMAN	1395
A8MQN2	A8MQN2	reviewed	LNK1_ARATH	616
Q9ULU4	Q9ULU4	reviewed	ZMYD8_HUMAN	1186
Q9U2D6	Q9U2D6	reviewed	CNP2_CAEEL	732
Q6RT24	Q6RT24	reviewed	CENPE_MOUSE	2474
P36232	P36232	reviewed	PGKH_SCEFU	36
Q9JJA4	Q9JJA4	reviewed	WDR12_MOUSE	423
A6NJV1	A6NJV1	reviewed	CMI2C_HUMAN	201
Q9VEN1	Q9VEN1	reviewed	FLNA_DROME	2210
P12198	P12198	reviewed	RK32_TOBAC	55
Q38942	Q38942	reviewed	RAE1_ARATH	349
Q9LME4	Q9LME4	reviewed	P2C09_ARATH	281
P56754	P56754	reviewed	NDHJ_ARATH	158
A8J8F6	A8J8F6	reviewed	TEKT_CHLRE	482
P38253	P38253	reviewed	YBU0_YEAST	122
Q96DN6	Q96DN6	reviewed	MBD6_HUMAN	1003
P37363	P37363	reviewed	HEMI_PYRAP	133
P0DN22	P0DN22	reviewed	ALMA1_DURXX	301
P42357	P42357	reviewed	HUTH_HUMAN	657
P25351	P25351	reviewed	YCR3_YEAST	611
Q9W5A5	Q9W5A5	reviewed	TTY2_DROME	655
O36024	O36024	reviewed	CENPL_SCHPO	280
E9Q9A9	E9Q9A9	reviewed	OAS2_MOUSE	742
Q17RH7	Q17RH7	reviewed	TPRXL_HUMAN	139
O14278	O14278	reviewed	MU129_SCHPO	302
P28007	P28007	reviewed	GAR1_YEAST	205
P04375	P04375	reviewed	CU38_LOCMI	163
Q0DGU2	Q0DGU2	reviewed	MNMM_ORYSJ	260
Q62661	Q62661	reviewed	HBP1_RAT	513
P83207	P83207	reviewed	ICIW2_WHEAT	119
Q8GUM4	Q8GUM4	reviewed	Y3739_ARATH	588
Q9P7S6	Q9P7S6	reviewed	SNF30_SCHPO	274
Q8H7F6	Q8H7F6	reviewed	GRS16_ARATH	293
B2RRE7	B2RRE7	reviewed	OTUD4_MOUSE	1107
P40513	P40513	reviewed	MAM33_YEAST	266
Q9XT62	Q9XT62	reviewed	RAD17_CHLAE	670
Q22957	Q22957	reviewed	U376C_CAEEL	201
O75689	O75689	reviewed	ADAP1_HUMAN	374
P86981	P86981	reviewed	SNP_PODSI	81
O76187	O76187	reviewed	DARA_DICDI	766
Q9VVR0	Q9VVR0	reviewed	Y3380_DROME	169
Q9Z1B8	Q9Z1B8	reviewed	PHF1_MOUSE	559
P18296	P18296	reviewed	CUT1_SCHPO	1828
O75526	O75526	reviewed	RMXL2_HUMAN	392
Q9BZW5	Q9BZW5	reviewed	TM6S1_HUMAN	370
P56379	P56379	reviewed	ATP68_MOUSE	58
Q9Z104	Q9Z104	reviewed	HM20B_MOUSE	317
Q9UTL4	Q9UTL4	reviewed	GWT1_SCHPO	459
P79011	P79011	reviewed	T2EB_SCHPO	285
F4IL30	F4IL30	reviewed	POP1_ARATH	826
Q8IWT0	Q8IWT0	reviewed	ARCH_HUMAN	167
P78714	P78714	reviewed	WC2_NEUCR	530
P38887	P38887	reviewed	YH02_YEAST	602
F4K460	F4K460	reviewed	MED17_ARATH	653
Q99JY4	Q99JY4	reviewed	TRABD_MOUSE	376
A3KNA7	A3KNA7	reviewed	SRBP2_DANRE	1099
Q8BMI4	Q8BMI4	reviewed	GEN_MOUSE	908
P36075	P36075	reviewed	CUE2_YEAST	443
A2QGH7	A2QGH7	reviewed	PHHA_ASPNC	636
Q27883	Q27883	reviewed	DCAM_ONCVO	365
P53285	P53285	reviewed	VPS62_YEAST	467
O74317	O74317	reviewed	MUG98_SCHPO	113
Q149C2	Q149C2	reviewed	MIPT3_MOUSE	625
Q9LHF5	Q9LHF5	reviewed	VIL1_ARATH	602
Q8N112	Q8N112	reviewed	LSME2_HUMAN	164
Q8L440	Q8L440	reviewed	ORRM1_ARATH	374
L7WRR4	L7WRR4	reviewed	NOTK_ASPVE	577
Q3U0S6	Q3U0S6	reviewed	RAIN_MOUSE	961
P34250	P34250	reviewed	SEG2_YEAST	1132
L0E155	L0E155	reviewed	MALA_MALAU	667
P41903	P41903	reviewed	PTE1_YEAST	349
G5EE07	G5EE07	reviewed	XBP1_CAEEL	287
A0A142C7A5	A0A142C7A5	reviewed	PHNG_PENHR	417
Q9Y6N9	Q9Y6N9	reviewed	USH1C_HUMAN	552
Q10658	Q10658	reviewed	UN119_CAEEL	219
Q9D0A3	Q9D0A3	reviewed	ARPIN_MOUSE	226
Q59QC7	Q59QC7	reviewed	UPC2_CANAL	712
O44411	O44411	reviewed	NOG1_CAEEL	681
B2C6R6	B2C6R6	reviewed	TAFCL_ARATH	681
Q07979	Q07979	reviewed	RSC58_YEAST	502
Q9STY0	Q9STY0	reviewed	PX11B_ARATH	227
Q03193	Q03193	reviewed	YD090_YEAST	310
P04570	P04570	reviewed	SCP2_BRALA	185
P17639	P17639	reviewed	EMB1_DAUCA	92
Q19291	Q19291	reviewed	DMD5_CAEEL	280
Q8R0A0	Q8R0A0	reviewed	T2FB_MOUSE	249
P83662	P83662	reviewed	ACMSD_PIG	138
Q9Z2Q5	Q9Z2Q5	reviewed	RM40_MOUSE	206
Q8VY15	Q8VY15	reviewed	RBM25_ARATH	899
Q96M34	Q96M34	reviewed	TEX55_HUMAN	536
P25568	P25568	reviewed	ATG22_YEAST	528
Q0WQF4	Q0WQF4	reviewed	VP53A_ARATH	828
Q8SVY9	Q8SVY9	reviewed	Y3G1_ENCCU	166
Q920D3	Q920D3	reviewed	MED28_MOUSE	178
Q03792	Q03792	reviewed	RIM13_YEAST	727
O15040	O15040	reviewed	TCPR2_HUMAN	1411
Q8TB36	Q8TB36	reviewed	GDAP1_HUMAN	358
Q8C8S3	Q8C8S3	reviewed	T150C_MOUSE	249
Q9P903	Q9P903	reviewed	DPYS_LACK1	542
Q15022	Q15022	reviewed	SUZ12_HUMAN	739
P21135	P21135	reviewed	SECU_SCHPO	301
P40921	P40921	reviewed	EF1G_SCHPO	409
Q2UEK4	Q2UEK4	reviewed	ASTC_ASPOR	291
H2KYJ8	H2KYJ8	reviewed	NHR66_CAEEL	733
Q5ND04	Q5ND04	reviewed	HSF5_MOUSE	624
F4JF21	F4JF21	reviewed	PTA10_ARATH	668
Q8STL0	Q8STL0	reviewed	Y9I8_ENCCU	414
M0R2J8	M0R2J8	reviewed	DCDC1_HUMAN	1783
A3LZU7	A3LZU7	reviewed	RM1DH_PICST	258
P51111	P51111	reviewed	HD_RAT	3110
Q69ZH9	Q69ZH9	reviewed	RHG23_MOUSE	1483
A0A067SLB9	A0A067SLB9	reviewed	AAMA1_GALM3	35
O23342	O23342	reviewed	SECE1_ARATH	177
O75541	O75541	reviewed	ZN821_HUMAN	412
Q12334	Q12334	reviewed	SCM3_YEAST	223
Q94250	Q94250	reviewed	MBL_CAEEL	324
Q4WFF8	Q4WFF8	reviewed	NCTB_ASPFU	142
P11975	P11975	reviewed	NEUH_CARCA	36
Q6K271	Q6K271	reviewed	FCA_ORYSJ	738
A0A1L9WLK2	A0A1L9WLK2	reviewed	AACUR_ASPA1	363
Q9CV60	Q9CV60	reviewed	MLN_MOUSE	46
Q04477	Q04477	reviewed	SPC24_YEAST	213
Q07508	Q07508	reviewed	LUC7_YEAST	261
P02744	P02744	reviewed	LIMU_LIMPO	84
Q9BRS8	Q9BRS8	reviewed	LARP6_HUMAN	491
P42768	P42768	reviewed	WASP_HUMAN	502
P21623	P21623	reviewed	DIT1_YEAST	536
P91277	P91277	reviewed	HRPK1_CAEEL	397
Q8BPE4	Q8BPE4	reviewed	TM177_MOUSE	311
A0A2I0C2C6	A0A2I0C2C6	reviewed	HDP1_PLAFO	3078
Q9SMH4	Q9SMH4	reviewed	RAA2_CHLRE	410
Q8BWC0	Q8BWC0	reviewed	TPC2_MOUSE	731
P19824	P19824	reviewed	KPPR_CHLRE	375
S7UIF3	S7UIF3	reviewed	RASP3_TOXGG	1117
P00498	P00498	reviewed	HIS1_YEAST	297
P86876	P86876	reviewed	FIBR2_HEDJA	32
Q924K8	Q924K8	reviewed	MTA3_MOUSE	591
Q8RWA7	Q8RWA7	reviewed	NDADA_ARATH	143
Q9P3W4	Q9P3W4	reviewed	DIL1_SCHPO	360
Q00002	Q00002	reviewed	PDI_ALTAL	436
Q9Z2D7	Q9Z2D7	reviewed	MBD4_MOUSE	554
Q8L7Z3	Q8L7Z3	reviewed	DRE2_ARATH	272
Q9Y330	Q9Y330	reviewed	ZBT12_HUMAN	459
Q9SJV5	Q9SJV5	reviewed	TATC_ARATH	340
P46985	P46985	reviewed	MNN11_YEAST	422
G5ECK3	G5ECK3	reviewed	MAB23_CAEEL	175
P48731	P48731	reviewed	ATH1_ARATH	473
P57730	P57730	reviewed	CAR18_HUMAN	90
Q8IWZ3	Q8IWZ3	reviewed	ANKH1_HUMAN	2542
Q8R3P9	Q8R3P9	reviewed	SLF1_MOUSE	1054
Q04751	Q04751	reviewed	NAA40_YEAST	285
Q8IWA6	Q8IWA6	reviewed	CCD60_HUMAN	550
P08712	P08712	reviewed	ENPL_MESAU	400
G0S4X2	G0S4X2	reviewed	NUP49_CHATD	470
O74856	O74856	reviewed	CAF1_SCHPO	335
P0C7R1	P0C7R1	reviewed	PPR74_ARATH	239
A2AIW0	A2AIW0	reviewed	ENTR1_MOUSE	432
P11511	P11511	reviewed	CP19A_HUMAN	503
Q6PGP7	Q6PGP7	reviewed	SKI3_HUMAN	1564
P47128	P47128	reviewed	EAF6_YEAST	113
Q24239	Q24239	reviewed	ANGEL_DROME	354
P53144	P53144	reviewed	YGK1_YEAST	215
A0A1L1QK34	A0A1L1QK34	reviewed	ATP5E_PICAN	63
Q96RY5	Q96RY5	reviewed	CRML_HUMAN	1269
Q9B6D4	Q9B6D4	reviewed	NU4LM_YARLI	89
Q9JKT3	Q9JKT3	reviewed	TA2R4_MOUSE	297
Q689G9	Q689G9	reviewed	PRR1_ORYSJ	518
Q8VHX2	Q8VHX2	reviewed	EDAD_MOUSE	208
P46222	P46222	reviewed	RL11_DROME	184
Q5U4D9	Q5U4D9	reviewed	THOC6_MOUSE	341
Q01992	Q01992	reviewed	MIPEP_RAT	710
P86516	P86516	reviewed	CBP1_SABMA	138
Q9NV12	Q9NV12	reviewed	TM140_HUMAN	185
A2RSQ1	A2RSQ1	reviewed	GLBL3_MOUSE	649
P62955	P62955	reviewed	CCG7_HUMAN	275
P42526	P42526	reviewed	HATB_DICDI	118
P84811	P84811	reviewed	PWAP_HALLA	134
Q9QYC7	Q9QYC7	reviewed	VKGC_MOUSE	757
Q7Z353	Q7Z353	reviewed	HDX_HUMAN	690
P53857	P53857	reviewed	YNX4_YEAST	426
Q8STE5	Q8STE5	reviewed	CED12_CAEEL	731
Q8IPX7	Q8IPX7	reviewed	EXOS3_DROME	232
P84986	P84986	reviewed	STBP1_POPEU	56
Q5FVR6	Q5FVR6	reviewed	CMS1_RAT	276
P53076	P53076	reviewed	VID30_YEAST	958
Q9CRD2	Q9CRD2	reviewed	EMC2_MOUSE	297
P11115	P11115	reviewed	CPC1_NEUCR	270
O42976	O42976	reviewed	YGZ7_SCHPO	764
Q9LIQ6	Q9LIQ6	reviewed	ING1_ARATH	234
Q94521	Q94521	reviewed	DNAT_DROME	275
Q2MJU7	Q2MJU7	reviewed	ODFP2_MESAU	124
Q12315	Q12315	reviewed	GLE1_YEAST	538
Q12416	Q12416	reviewed	WHI5_YEAST	295
P18888	P18888	reviewed	SNF6_YEAST	332
Q9P2K1	Q9P2K1	reviewed	C2D2A_HUMAN	1620
Q6J4K2	Q6J4K2	reviewed	NCLX_HUMAN	584
P46270	P46270	reviewed	QCR9_SOLTU	72
Q09685	Q09685	reviewed	DRE4_SCHPO	411
Q95PZ9	Q95PZ9	reviewed	SPE6_CAEEL	379
Q9M7T0	Q9M7T0	reviewed	PRX2F_ARATH	201
Q8I3X4	Q8I3X4	reviewed	PNPH_PLAF7	245
Q92522	Q92522	reviewed	H1X_HUMAN	213
P53322	P53322	reviewed	TNA1_YEAST	534
Q94CE4	Q94CE4	reviewed	BCA4_ARATH	280
P38882	P38882	reviewed	UTP9_YEAST	575
P56568	P56568	reviewed	RIP1_LUFAE	47
Q9FHH2	Q9FHH2	reviewed	SMAX1_ARATH	990
Q8TGU7	Q8TGU7	reviewed	YB126_YEAST	68
Q8SRN2	Q8SRN2	reviewed	RS26_ENCCU	105
Q6RCE1	Q6RCE1	reviewed	IFT74_CHLRE	641
Q9CR78	Q9CR78	reviewed	MSD3_MOUSE	275
P50402	P50402	reviewed	EMD_HUMAN	254
O74441	O74441	reviewed	CTL1_SCHPO	574
C0HKV9	C0HKV9	reviewed	SNPF_AGRIP	139
P11433	P11433	reviewed	CDC24_YEAST	854
P58295	P58295	reviewed	SC6A5_RAT	799
Q05636	Q05636	reviewed	RRP45_YEAST	305
O94993	O94993	reviewed	SOX30_HUMAN	753
P35817	P35817	reviewed	BDF1_YEAST	686
P09194	P09194	reviewed	PHLC_TRYBB	358
Q04003	Q04003	reviewed	SAS4_YEAST	481
P90666	P90666	reviewed	TXND3_HELCR	837
Q9CXT6	Q9CXT6	reviewed	KDM8_MOUSE	414
Q9QZV9	Q9QZV9	reviewed	NXT1_MOUSE	140
Q09WE7	Q09WE7	reviewed	USP1_SOYBN	600
Q9NRZ7	Q9NRZ7	reviewed	PLCC_HUMAN	376
P47072	P47072	reviewed	YJB6_YEAST	561
A0A0C4VYV1	A0A0C4VYV1	reviewed	MFS1_OPHS1	449
Q9CRW3	Q9CRW3	reviewed	CB076_MOUSE	126
P84882	P84882	reviewed	ITRY1_BAURF	164
O13745	O13745	reviewed	TFB1_SCHPO	533
E1ZZF9	E1ZZF9	reviewed	FMRF_CAMFO	184
Q9HGL9	Q9HGL9	reviewed	WHI5_SCHPO	252
P28064	P28064	reviewed	PSB8_RAT	276
Q9H6R7	Q9H6R7	reviewed	WDCP_HUMAN	721
Q9LVX1	Q9LVX1	reviewed	C3H41_ARATH	908
P17726	P17726	reviewed	TAP_ORNMO	60
A0A096P8D3	A0A096P8D3	reviewed	IDH_OSTTA	470
Q8WXC3	Q8WXC3	reviewed	PYDC1_HUMAN	89
Q6ZPS2	Q6ZPS2	reviewed	CRNS1_MOUSE	827
Q8CJ27	Q8CJ27	reviewed	ASPM_MOUSE	3122
O04121	O04121	reviewed	CHMO_SPIOL	439
P53851	P53851	reviewed	TEX1_YEAST	422
C0HJA9	C0HJA9	reviewed	OBP3_RABIT	40
Q0WSH6	Q0WSH6	reviewed	PP312_ARATH	684
Q8SUT4	Q8SUT4	reviewed	Y827_ENCCU	392
Q9ESD6	Q9ESD6	reviewed	CKLF7_MOUSE	167
Q8C886	Q8C886	reviewed	PKHN1_MOUSE	610
Q9FGN0	Q9FGN0	reviewed	COG7_ARATH	836
Q9P6L8	Q9P6L8	reviewed	SRB8_SCHPO	1134
Q7Z144	Q7Z144	reviewed	MMAC_CAEEL	272
Q6AYM0	Q6AYM0	reviewed	SMIP4_RAT	588
A0ZWU1	A0ZWU1	reviewed	EAF1_SCHPO	251
P38066	P38066	reviewed	RIB1_YEAST	345
Q6PCD5	Q6PCD5	reviewed	RFWD3_HUMAN	774
Q8IYG6	Q8IYG6	reviewed	LRC56_HUMAN	542
Q9VJC7	Q9VJC7	reviewed	EFTS_DROME	318
P38283	P38283	reviewed	SLI15_YEAST	698
Q03790	Q03790	reviewed	NUP53_YEAST	475
P50111	P50111	reviewed	ZDS1_YEAST	915
P39769	P39769	reviewed	PHP_DROME	1589
Q9CR67	Q9CR67	reviewed	TMM33_MOUSE	247
Q3UMB5	Q3UMB5	reviewed	SMCR8_MOUSE	935
Q9ULZ2	Q9ULZ2	reviewed	STAP1_HUMAN	295
Q9M2Z2	Q9M2Z2	reviewed	WDR5A_ARATH	317
O70401	O70401	reviewed	TSN6_MOUSE	245
P47084	P47084	reviewed	MRX12_YEAST	519
Q06208	Q06208	reviewed	RIF2_YEAST	395
Q04080	Q04080	reviewed	GPI17_YEAST	534
Q39967	Q39967	reviewed	ALL5_HEVBR	151
P63081	P63081	reviewed	VATL_RAT	155
Q9CPY1	Q9CPY1	reviewed	RM51_MOUSE	128
Q9FK51	Q9FK51	reviewed	AGLUP_ARATH	351
Q8K459	Q8K459	reviewed	PXT1_MOUSE	51
P0DSJ2	P0DSJ2	reviewed	GTX3D_NEOIV	30
Q8BZW2	Q8BZW2	reviewed	SWAHB_MOUSE	760
Q96BU1	Q96BU1	reviewed	S1PBP_HUMAN	408
Q9LGE3	Q9LGE3	reviewed	FLP1_ORYSJ	109
Q9VXD1	Q9VXD1	reviewed	SINGL_DROME	176
Q9H0E3	Q9H0E3	reviewed	SP130_HUMAN	1048
P40849	P40849	reviewed	MFM3_SCHPO	41
Q7TPE5	Q7TPE5	reviewed	S7A6O_MOUSE	306
Q9SJP9	Q9SJP9	reviewed	PROT3_ARATH	436
Q8R3T5	Q8R3T5	reviewed	STXB6_MOUSE	210
Q9M223	Q9M223	reviewed	UTP11_ARATH	228
A0A3Q1LFK7	A0A3Q1LFK7	reviewed	PIRC2_BOVIN	120
Q5VKJ7	Q5VKJ7	reviewed	OBL1_RICCO	526
Q06549	Q06549	reviewed	CDD_YEAST	142
P41912	P41912	reviewed	ERFD_YEAST	237
O45521	O45521	reviewed	NH111_CAEEL	311
Q03018	Q03018	reviewed	ESP1_YEAST	1630
P84988	P84988	reviewed	CB21_POPEU	53
Q9VRP5	Q9VRP5	reviewed	UBP36_DROME	1038
Q9D0Z3	Q9D0Z3	reviewed	TMM53_MOUSE	276
B3EX00	B3EX00	reviewed	USOM1_ACRMI	448
Q99MW1	Q99MW1	reviewed	STK31_MOUSE	1018
Q9FT92	Q9FT92	reviewed	Y5843_ARATH	553
Q3TFQ1	Q3TFQ1	reviewed	SPRY7_MOUSE	196
Q9HC36	Q9HC36	reviewed	MRM3_HUMAN	420
O95067	O95067	reviewed	CCNB2_HUMAN	398
Q5XII8	Q5XII8	reviewed	CA043_RAT	235
Q8W1S1	Q8W1S1	reviewed	DGDG2_ARATH	473
Q22156	Q22156	reviewed	ATF4H_CAEEL	208
O80845	O80845	reviewed	PX11D_ARATH	236
Q96H22	Q96H22	reviewed	CENPN_HUMAN	339
Q9NB04	Q9NB04	reviewed	PATJ_DROME	871
Q9UTB6	Q9UTB6	reviewed	SDS3_SCHPO	267
Q497N6	Q497N6	reviewed	C295L_MOUSE	533
Q9LU21	Q9LU21	reviewed	PNSB3_ARATH	204
Q8WYQ9	Q8WYQ9	reviewed	ZCH14_HUMAN	949
Q8SV19	Q8SV19	reviewed	ADRX_ENCCU	128
Q41009	Q41009	reviewed	TOC34_PEA	310
Q96NH3	Q96NH3	reviewed	BROMI_HUMAN	1257
P86807	P86807	reviewed	PHNHY_PENOX	72
Q9VIF1	Q9VIF1	reviewed	MUT7_DROME	625
Q09778	Q09778	reviewed	TSC1_SCHPO	899
Q18953	Q18953	reviewed	SPCS_CAEEL	481
Q69YG0	Q69YG0	reviewed	TMM42_HUMAN	159
Q9SR02	Q9SR02	reviewed	MED14_ARATH	1703
P40098	P40098	reviewed	FMP10_YEAST	244
Q8RXH2	Q8RXH2	reviewed	NUP85_ARATH	716
O43924	O43924	reviewed	PDE6D_HUMAN	150
Q3E785	Q3E785	reviewed	SDHF1_YEAST	79
Q99M07	Q99M07	reviewed	COA5_MOUSE	74
Q8K3A9	Q8K3A9	reviewed	MEPCE_MOUSE	666
Q9Y6Q9	Q9Y6Q9	reviewed	NCOA3_HUMAN	1424
Q8VD72	Q8VD72	reviewed	TTC8_MOUSE	515
Q9XE33	Q9XE33	reviewed	NFYC6_ORYSJ	205
P87132	P87132	reviewed	YFK5_SCHPO	601
P29746	P29746	reviewed	BNB_DROME	442
Q9GZN8	Q9GZN8	reviewed	ADSSP_HUMAN	174
P36606	P36606	reviewed	NAH_SCHPO	468
P38627	P38627	reviewed	URA8_YEAST	578
Q9PUN1	Q9PUN1	reviewed	OCLN_XENLA	493
O65717	O65717	reviewed	CNGC1_ARATH	716
Q80UK0	Q80UK0	reviewed	SESD1_MOUSE	696
Q9H0I2	Q9H0I2	reviewed	ENKD1_HUMAN	346
Q9DCB4	Q9DCB4	reviewed	ARP21_MOUSE	807
Q9P7X2	Q9P7X2	reviewed	ELL1_SCHPO	533
Q8TAG6	Q8TAG6	reviewed	VEXIN_HUMAN	207
Q6PEV3	Q6PEV3	reviewed	WIPF2_MOUSE	440
O74736	O74736	reviewed	ING2_SCHPO	305
Q80UU2	Q80UU2	reviewed	RPP38_MOUSE	280
P36224	P36224	reviewed	JNM1_YEAST	373
Q96SB3	Q96SB3	reviewed	NEB2_HUMAN	817
Q75KD7	Q75KD7	reviewed	AOC_ORYSJ	240
A3KQH2	A3KQH2	reviewed	DRC9_DANRE	346
P0DJJ5	P0DJJ5	reviewed	V5NTD_GLOBB	54
Q8BH57	Q8BH57	reviewed	WDR48_MOUSE	676
Q9ZUI9	Q9ZUI9	reviewed	AGL49_ARATH	284
Q8IIJ6	Q8IIJ6	reviewed	UCH37_PLAF7	465
P23475	P23475	reviewed	XRCC6_MOUSE	608
P19736	P19736	reviewed	PRP9_YEAST	530
Q02864	Q02864	reviewed	YP071_YEAST	156
Q5NCQ5	Q5NCQ5	reviewed	DPH1_MOUSE	438
Q17433	Q17433	reviewed	DNJ2_CAEEL	337
Q9Y2V0	Q9Y2V0	reviewed	CDIN1_HUMAN	281
P23756	P23756	reviewed	RBS_GALSU	138
Q8TAB5	Q8TAB5	reviewed	CA216_HUMAN	229
P38239	P38239	reviewed	YBR2_YEAST	180
Q9V4P1	Q9V4P1	reviewed	ANLN_DROME	1239
O96007	O96007	reviewed	MOC2B_HUMAN	188
Q9NRL2	Q9NRL2	reviewed	BAZ1A_HUMAN	1556
Q9C0I9	Q9C0I9	reviewed	LRC27_HUMAN	530
Q4G2T3	Q4G2T3	reviewed	DESAT_THAPS	515
C0HKB1	C0HKB1	reviewed	PGLR_CUPSE	164
P12294	P12294	reviewed	ENS2_YEASX	476
P80675	P80675	reviewed	CU04_BLACR	127
P81583	P81583	reviewed	CUPC4_CANPG	148
D3ZL52	D3ZL52	reviewed	SESQ1_RAT	234
Q5ANE3	Q5ANE3	reviewed	NCE2_CANAL	170
L0R8F8	L0R8F8	reviewed	MIDUO_HUMAN	70
P36103	P36103	reviewed	YKC3_YEAST	277
Q04372	Q04372	reviewed	TAP42_YEAST	366
A4D161	A4D161	reviewed	F221A_HUMAN	298
Q9UBY8	Q9UBY8	reviewed	CLN8_HUMAN	286
